order_id,product_id,quantity,unit_price,line_total
14538,1,1,3.26,3.26
14538,2,4,8.50,34.00
14538,20,2,1.77,3.54
14538,24,1,5.32,5.32
68412,11,2,5.99,11.98
68412,12,1,0.60,0.60
114064,2,4,8.50,34.00
114064,11,2,5.99,11.98
114064,35,1,9.07,9.07
214922,16,2,8.33,16.66
214922,31,4,3.36,13.44
235426,30,4,1.32,5.28
235426,31,1,3.36,3.36
403461,11,1,5.99,5.99
403461,26,5,6.39,31.95
561688,17,3,8.12,24.36
561688,22,4,1.50,6.00
561688,24,5,5.32,26.60
604579,21,3,3.42,10.26
628220,12,1,0.60,0.60
628220,27,4,3.98,15.92
761676,12,2,0.60,1.20
761676,16,1,8.33,8.33
761676,29,5,3.84,19.20
761676,35,1,9.07,9.07
972010,33,2,1.03,2.06
1055185,7,1,5.78,5.78
1055185,11,4,5.99,23.96
1055185,12,1,0.60,0.60
1055185,19,5,1.65,8.25
1055185,36,4,1.84,7.36
1222288,15,5,5.26,26.30
1232456,6,2,7.30,14.60
1232456,10,2,7.64,15.28
1232456,15,5,5.26,26.30
1232456,22,3,1.50,4.50
1248075,8,5,5.13,25.65
1248075,14,1,6.94,6.94
1248075,16,1,8.33,8.33
1248075,32,5,0.99,4.95
1248075,34,3,3.99,11.97
1338598,14,2,6.94,13.88
1415777,11,2,5.99,11.98
1415777,28,4,6.81,27.24
1547238,21,3,3.42,10.26
1547238,24,3,5.32,15.96
1547238,25,5,4.99,24.95
1547238,33,2,1.03,2.06
1575644,10,2,7.64,15.28
1575644,23,1,9.05,9.05
1575644,28,5,6.81,34.05
1621257,16,4,8.33,33.32
1621257,23,5,9.05,45.25
1621257,29,2,3.84,7.68
1656225,4,3,3.62,10.86
1656225,6,1,7.30,7.30
1656225,24,1,5.32,5.32
1721420,11,1,5.99,5.99
1721420,34,2,3.99,7.98
1989877,23,2,9.05,18.10
1989877,27,5,3.98,19.90
1989877,31,3,3.36,10.08
2228051,8,1,5.13,5.13
2228051,13,2,1.21,2.42
2228051,15,5,5.26,26.30
2228051,19,3,1.65,4.95
2349418,14,3,6.94,20.82
2349418,19,4,1.65,6.60
2349418,25,5,4.99,24.95
2349418,32,2,0.99,1.98
2349418,36,2,1.84,3.68
2372536,1,1,3.26,3.26
2372536,19,3,1.65,4.95
2752206,5,4,0.79,3.16
2752206,18,4,6.95,27.80
2752206,19,1,1.65,1.65
2752206,31,4,3.36,13.44
2752206,34,1,3.99,3.99
2903782,4,4,3.62,14.48
2903782,11,3,5.99,17.97
2903782,23,1,9.05,9.05
2903782,31,4,3.36,13.44
2903782,36,4,1.84,7.36
3026467,10,4,7.64,30.56
3026467,34,3,3.99,11.97
3057238,4,3,3.62,10.86
3057238,18,4,6.95,27.80
3057238,20,1,1.77,1.77
3057238,36,5,1.84,9.20
3077708,23,3,9.05,27.15
3077708,24,5,5.32,26.60
3077708,25,3,4.99,14.97
3077708,33,2,1.03,2.06
3077708,36,5,1.84,9.20
3271824,24,2,5.32,10.64
3271824,34,5,3.99,19.95
3516403,4,4,3.62,14.48
3516403,15,2,5.26,10.52
3637278,32,5,0.99,4.95
3637278,34,1,3.99,3.99
3810644,29,3,3.84,11.52
3848986,1,1,3.26,3.26
3848986,23,2,9.05,18.10
3848986,24,2,5.32,10.64
3848986,31,4,3.36,13.44
4085709,5,2,0.79,1.58
4085709,10,2,7.64,15.28
4085709,17,5,8.12,40.60
4085709,28,5,6.81,34.05
4085709,29,5,3.84,19.20
4092419,13,3,1.21,3.63
4092419,16,1,8.33,8.33
4092419,19,2,1.65,3.30
4092419,27,1,3.98,3.98
4092419,34,2,3.99,7.98
4218546,1,5,3.26,16.30
4218546,18,3,6.95,20.85
4218546,20,3,1.77,5.31
5226247,25,5,4.99,24.95
5248184,7,4,5.78,23.12
5282169,10,1,7.64,7.64
5282169,36,2,1.84,3.68
5402133,4,4,3.62,14.48
5402133,25,2,4.99,9.98
5644577,1,2,3.26,6.52
5644577,23,2,9.05,18.10
5644577,24,3,5.32,15.96
6020797,4,1,3.62,3.62
6020797,34,1,3.99,3.99
6020797,35,1,9.07,9.07
6098432,5,3,0.79,2.37
6098432,8,1,5.13,5.13
6098432,12,3,0.60,1.80
6098432,30,2,1.32,2.64
6098432,34,4,3.99,15.96
6157060,7,2,5.78,11.56
6157060,15,4,5.26,21.04
6157060,31,5,3.36,16.80
6159753,23,5,9.05,45.25
6159753,25,5,4.99,24.95
6286950,7,2,5.78,11.56
6286950,12,3,0.60,1.80
6286950,20,1,1.77,1.77
6286950,27,5,3.98,19.90
6286950,30,1,1.32,1.32
6424381,4,3,3.62,10.86
6424381,24,5,5.32,26.60
6424381,27,5,3.98,19.90
6424381,36,3,1.84,5.52
6534487,20,3,1.77,5.31
6534487,22,2,1.50,3.00
6534487,27,4,3.98,15.92
6552039,28,2,6.81,13.62
6666397,10,2,7.64,15.28
6666397,15,2,5.26,10.52
6666397,22,1,1.50,1.50
6666397,30,2,1.32,2.64
7084040,9,4,0.84,3.36
7345814,22,3,1.50,4.50
7439915,18,4,6.95,27.80
7439915,28,1,6.81,6.81
7511952,5,2,0.79,1.58
7611467,9,2,0.84,1.68
7611467,10,4,7.64,30.56
7611467,33,4,1.03,4.12
7641418,4,4,3.62,14.48
7641418,21,3,3.42,10.26
7641418,31,2,3.36,6.72
7676585,2,4,8.50,34.00
7676585,5,2,0.79,1.58
7676585,26,4,6.39,25.56
7676585,30,5,1.32,6.60
