order_id,customer_id,order_datetime
14538,24,2024-02-04T16:22:51.628262
68412,22,2024-02-04T03:56:04.396009
114064,12,2024-02-04T18:53:43.904119
214922,24,2024-02-04T02:20:20.565503
235426,9,2024-02-04T06:14:34.483453
403461,16,2024-02-04T01:34:21.911724
561688,11,2024-02-04T14:18:14.797657
604579,23,2024-02-04T21:31:15.413502
628220,9,2024-02-04T02:54:42.419910
761676,16,2024-02-04T09:31:34.227019
972010,20,2024-02-04T07:06:42.000654
1055185,17,2024-02-04T15:46:01.799897
1222288,14,2024-02-04T12:08:51.661372
1232456,18,2024-02-04T23:50:57.603114
1248075,18,2024-02-04T17:24:53.589408
1338598,14,2024-02-04T10:59:19.557275
1415777,14,2024-02-04T14:45:16.301652
1547238,29,2024-02-04T02:38:39.320888
1575644,6,2024-02-04T15:22:55.124959
1621257,27,2024-02-04T20:58:28.287306
1656225,3,2024-02-04T13:52:45.739094
1721420,18,2024-02-04T03:17:15.658176
1989877,20,2024-02-04T17:14:14.905025
2228051,16,2024-02-04T23:23:28.511420
2349418,3,2024-02-04T20:17:40.387702
2372536,28,2024-02-04T12:31:11.805313
2752206,28,2024-02-04T00:43:55.586269
2903782,14,2024-02-04T19:15:59.608338
3026467,11,2024-02-04T06:01:45.391998
3057238,18,2024-02-04T10:49:35.880829
3077708,21,2024-02-04T05:46:07.314318
3271824,27,2024-02-04T21:21:02.557612
3516403,28,2024-02-04T12:48:57.097696
3637278,7,2024-02-04T19:07:14.503662
3810644,13,2024-02-04T11:46:45.617823
3848986,26,2024-02-04T05:42:04.971579
4085709,4,2024-02-04T09:52:20.478931
4092419,3,2024-02-04T15:40:41.666065
4218546,29,2024-02-04T23:35:29.688222
5226247,21,2024-02-04T00:02:42.167746
5248184,20,2024-02-04T19:34:16.979301
5282169,23,2024-02-04T20:49:57.086439
5402133,10,2024-02-04T21:24:00.558173
5644577,18,2024-02-04T01:10:46.097851
6020797,9,2024-02-04T14:11:04.401875
6098432,11,2024-02-04T12:59:21.959054
6157060,24,2024-02-04T23:19:27.105964
6159753,30,2024-02-04T08:11:54.875307
6286950,20,2024-02-04T04:09:26.428702
6424381,20,2024-02-04T18:22:41.182496
6534487,24,2024-02-04T13:30:53.141537
6552039,24,2024-02-04T16:38:54.717211
6666397,18,2024-02-04T07:56:19.646333
7084040,1,2024-02-04T03:35:54.951138
7345814,5,2024-02-04T23:21:50.836688
7439915,21,2024-02-04T00:39:06.896864
7511952,27,2024-02-04T18:40:24.325367
7611467,7,2024-02-04T19:55:11.449488
7641418,21,2024-02-04T11:12:21.800907
7676585,22,2024-02-04T00:19:54.657254
7714881,18,2024-02-04T05:59:12.765801
7739687,22,2024-02-04T04:37:30.684015
7746325,26,2024-02-04T09:54:11.938708
7775377,4,2024-02-04T05:32:51.475280
7849663,19,2024-02-04T22:45:32.085025
7916422,24,2024-02-04T17:50:55.255222
8033775,29,2024-02-04T15:02:14.017022
8060190,17,2024-02-04T21:46:37.827947
8465455,23,2024-02-04T14:52:39.504225
8794600,25,2024-02-04T17:22:04.888566
8816017,27,2024-02-04T16:42:20.240693
8965465,9,2024-02-04T13:32:03.557230
9024124,29,2024-02-04T23:44:02.513092
9096632,12,2024-02-04T07:08:43.869808
9143504,29,2024-02-04T20:26:12.545756
9159683,8,2024-02-04T09:23:35.396749
9201309,5,2024-02-04T22:54:01.912217
9459402,15,2024-02-04T08:20:38.860385
9617286,15,2024-02-04T14:54:00.520362
9914064,28,2024-02-04T08:23:51.538446
9991731,4,2024-02-04T22:12:45.250889
10236329,17,2024-02-04T07:10:38.537729
10441368,30,2024-02-04T04:07:11.618052
10514389,15,2024-02-04T04:01:58.648229
10626744,3,2024-02-04T05:23:48.740750
10657544,28,2024-02-04T05:55:24.353017
10780108,2,2024-02-04T16:36:16.129326
10857878,30,2024-02-04T20:30:23.711993
11278687,11,2024-02-04T05:34:31.442282
11432455,18,2024-02-04T08:53:55.905262
11477584,15,2024-02-04T16:41:43.455896
11481807,14,2024-02-04T23:25:41.782178
11556340,8,2024-02-04T17:17:31.554170
11594401,14,2024-02-04T20:04:24.665665
11878629,19,2024-02-04T11:13:10.664954
11916086,2,2024-02-04T00:47:16.661482
11954910,2,2024-02-04T23:42:22.907895
11990713,8,2024-02-04T15:21:29.153346
12077794,2,2024-02-04T06:08:27.227390
12308838,23,2024-02-04T00:29:28.757308
12315174,10,2024-02-04T02:28:00.254204
12347162,16,2024-02-04T17:15:20.246086
12703133,20,2024-02-04T12:13:39.279982
12819047,4,2024-02-04T02:48:11.552252
13071696,8,2024-02-04T09:18:14.312966
13260587,10,2024-02-04T05:50:30.211684
13288597,5,2024-02-04T18:47:31.375960
13515071,27,2024-02-04T19:32:04.471724
13901940,11,2024-02-04T16:51:43.555820
13936779,12,2024-02-04T22:44:00.681909
14010908,6,2024-02-04T02:47:15.172937
