order_id,customer_id,order_datetime
38989,1,2024-02-07T03:02:34.877526
101557,20,2024-02-07T06:00:19.470400
115537,6,2024-02-07T06:45:40.402370
133041,28,2024-02-07T18:31:55.667224
174452,19,2024-02-07T11:39:23.130126
234646,13,2024-02-07T16:59:06.077070
449419,16,2024-02-07T17:05:34.570487
713636,12,2024-02-07T01:40:17.659069
741262,22,2024-02-07T19:44:57.078557
816568,27,2024-02-07T17:44:55.668635
938489,16,2024-02-07T05:07:35.537460
967507,23,2024-02-07T23:09:46.515924
971445,20,2024-02-07T22:52:53.455062
1077773,24,2024-02-07T09:12:16.118835
1166927,14,2024-02-07T00:29:33.123588
1302350,7,2024-02-07T06:26:29.706990
1325598,14,2024-02-07T22:21:22.017747
1423495,5,2024-02-07T16:36:23.033547
1444823,7,2024-02-07T09:59:36.233743
1450785,17,2024-02-07T15:47:17.547596
1493166,10,2024-02-07T17:48:41.103368
1707250,25,2024-02-07T20:48:16.823638
1762759,25,2024-02-07T10:19:44.483226
1950293,24,2024-02-07T08:09:44.483001
2095387,21,2024-02-07T01:17:01.239583
2170774,16,2024-02-07T14:00:48.239159
2299629,24,2024-02-07T11:30:14.734225
2334338,26,2024-02-07T00:45:32.526491
2579673,16,2024-02-07T03:43:32.462791
2593164,10,2024-02-07T15:32:39.190999
2735290,17,2024-02-07T10:21:50.822148
2778870,10,2024-02-07T17:03:03.892845
2839601,26,2024-02-07T01:57:06.336088
2840499,7,2024-02-07T10:40:38.468544
2878502,15,2024-02-07T14:29:47.432889
3235952,21,2024-02-07T01:59:53.817857
3272230,10,2024-02-07T17:00:56.305338
3465462,19,2024-02-07T11:32:01.333881
3556458,9,2024-02-07T00:52:46.707884
3562228,15,2024-02-07T10:07:50.440058
3637632,6,2024-02-07T20:38:43.435600
3642261,24,2024-02-07T03:06:19.342239
3686479,28,2024-02-07T16:12:41.378384
3753977,20,2024-02-07T17:11:50.765744
3790264,5,2024-02-07T19:27:22.505545
3997686,7,2024-02-07T00:15:58.837648
4120991,25,2024-02-07T19:18:25.730275
4247251,19,2024-02-07T08:00:10.691358
4248145,30,2024-02-07T04:28:08.543259
4354569,11,2024-02-07T01:24:20.706725
4364809,16,2024-02-07T03:42:38.516302
4406129,28,2024-02-07T13:50:42.159606
4466857,24,2024-02-07T07:27:26.318351
4492386,3,2024-02-07T10:54:00.078015
4620634,28,2024-02-07T22:01:36.335289
4840571,21,2024-02-07T12:36:25.542288
4886541,14,2024-02-07T16:44:06.880955
4938834,26,2024-02-07T11:57:26.195078
5234346,30,2024-02-07T05:32:17.024284
5245212,16,2024-02-07T18:26:57.552701
5351742,27,2024-02-07T16:14:58.668798
5569929,28,2024-02-07T13:12:17.409058
5696360,9,2024-02-07T11:36:56.432872
5803662,10,2024-02-07T06:25:43.394602
5980799,23,2024-02-07T20:22:49.224508
6024027,19,2024-02-07T20:01:39.474604
6060218,17,2024-02-07T11:40:29.847248
6113130,19,2024-02-07T17:43:31.959328
6157770,30,2024-02-07T06:06:18.367524
6202732,26,2024-02-07T23:20:08.158706
6231901,13,2024-02-07T17:49:12.192849
6295331,22,2024-02-07T12:30:43.046329
6339608,7,2024-02-07T04:41:48.274038
6418458,14,2024-02-07T07:13:19.174987
6449487,24,2024-02-07T18:37:26.834968
6504904,23,2024-02-07T20:21:17.320963
6549181,12,2024-02-07T16:09:04.172669
6581674,23,2024-02-07T18:28:26.628140
6652697,7,2024-02-07T16:59:34.407229
6691177,4,2024-02-07T10:22:31.447600
6820714,24,2024-02-07T10:05:38.789100
6861434,22,2024-02-07T07:30:33.207969
6903833,1,2024-02-07T17:14:28.422366
6917242,9,2024-02-07T19:55:50.943992
7201162,23,2024-02-07T11:11:05.695531
7288933,5,2024-02-07T16:20:23.443725
7364682,10,2024-02-07T04:09:03.158371
7407945,19,2024-02-07T05:58:21.182573
7434728,28,2024-02-07T19:33:58.160401
7457849,9,2024-02-07T00:50:11.954926
7497105,6,2024-02-07T12:48:45.188924
7546166,22,2024-02-07T07:53:04.106265
7623489,18,2024-02-07T17:50:53.148050
7624351,16,2024-02-07T10:28:25.029718
7692393,26,2024-02-07T19:57:52.941218
7721070,6,2024-02-07T22:57:20.768950
7753068,30,2024-02-07T05:28:55.107553
7971102,21,2024-02-07T06:09:06.298117
7975378,28,2024-02-07T22:32:41.306283
8028699,28,2024-02-07T04:05:54.778369
8155955,2,2024-02-07T10:41:34.225956
8162879,21,2024-02-07T17:45:33.592577
8178041,17,2024-02-07T02:49:25.754562
8198200,4,2024-02-07T17:05:30.815342
8266609,15,2024-02-07T00:59:45.052018
8335799,6,2024-02-07T11:32:04.930755
8336903,11,2024-02-07T23:00:45.205471
8358879,17,2024-02-07T14:00:55.021347
8519605,22,2024-02-07T10:46:48.662909
8822608,19,2024-02-07T18:35:34.661390
9217116,24,2024-02-07T02:06:29.427366
9245227,2,2024-02-07T20:28:41.023667
9469629,21,2024-02-07T18:16:53.292454
9469880,13,2024-02-07T07:46:38.611166
9504730,24,2024-02-07T10:04:45.860997
9580058,28,2024-02-07T02:52:41.298434
9599445,4,2024-02-07T23:03:12.823055
9602904,22,2024-02-07T16:40:08.905313
9618643,14,2024-02-07T07:22:35.861625
9669201,5,2024-02-07T00:23:01.932927
9679931,5,2024-02-07T19:21:23.944455
9688437,2,2024-02-07T17:49:12.078478
9708863,17,2024-02-07T01:21:26.649996
9765673,5,2024-02-07T08:31:03.782556
9776150,4,2024-02-07T10:56:49.201882
9778129,6,2024-02-07T09:16:58.668154
9851096,27,2024-02-07T16:28:08.691599
9883524,25,2024-02-07T10:00:36.416069
9929725,18,2024-02-07T06:57:49.915579
10171950,14,2024-02-07T21:20:08.265017
10204913,18,2024-02-07T13:45:12.022936
10239651,13,2024-02-07T02:34:18.638654
10242539,27,2024-02-07T13:10:37.159319
10285172,29,2024-02-07T00:03:18.529466
10329425,9,2024-02-07T13:38:59.985764
10442894,12,2024-02-07T11:38:10.504321
10448480,27,2024-02-07T05:51:32.600632
10525024,26,2024-02-07T14:16:57.381611
10738965,3,2024-02-07T19:34:49.761742
10743357,22,2024-02-07T02:43:08.490413
10766444,15,2024-02-07T16:46:28.860627
10832700,10,2024-02-07T14:47:18.143546
10884020,10,2024-02-07T04:33:39.246735
10998841,5,2024-02-07T11:40:42.286194
11087484,26,2024-02-07T15:52:41.616368
11315734,13,2024-02-07T04:25:10.129040
11335397,9,2024-02-07T07:58:10.961686
11401617,10,2024-02-07T16:37:12.373488
11449379,3,2024-02-07T14:21:28.604476
11453062,28,2024-02-07T13:58:33.595114
11472278,13,2024-02-07T01:58:21.175079
11505026,16,2024-02-07T13:16:34.369707
11867778,20,2024-02-07T21:41:17.004660
11909291,6,2024-02-07T05:55:41.583041
11969829,2,2024-02-07T06:50:23.486966
11985015,7,2024-02-07T05:31:45.816570
12002475,28,2024-02-07T00:45:18.044588
12018314,19,2024-02-07T16:17:07.021353
12019912,28,2024-02-07T00:30:37.465100
12235904,25,2024-02-07T12:49:38.691501
12283847,13,2024-02-07T10:53:33.180526
12376701,25,2024-02-07T13:41:45.533216
12445927,28,2024-02-07T07:20:19.894667
12533569,14,2024-02-07T11:20:07.946953
12579520,30,2024-02-07T00:29:18.847644
12593310,5,2024-02-07T20:16:37.863377
12725269,2,2024-02-07T18:50:01.092767
12792003,17,2024-02-07T17:53:06.010417
12975533,23,2024-02-07T16:30:57.106535
12976442,13,2024-02-07T04:59:42.178786
12986430,11,2024-02-07T00:09:58.959857
13263806,3,2024-02-07T08:50:13.775786
13276256,29,2024-02-07T01:40:20.803395
13366353,1,2024-02-07T01:35:28.796177
13445943,1,2024-02-07T06:49:19.713949
13539502,27,2024-02-07T22:05:48.594876
13554298,13,2024-02-07T07:32:36.544680
13802166,27,2024-02-07T10:38:00.829304
14000409,25,2024-02-07T01:18:45.465468
14327036,8,2024-02-07T01:44:03.058012
14463083,1,2024-02-07T23:21:28.638545
14478778,2,2024-02-07T00:49:01.912624
14486980,2,2024-02-07T11:14:28.865601
14522666,16,2024-02-07T17:11:45.075804
14595845,3,2024-02-07T11:25:11.585965
14617191,26,2024-02-07T22:01:48.062506
14641975,13,2024-02-07T02:28:58.108652
14684061,27,2024-02-07T15:45:00.714243
14722669,6,2024-02-07T11:41:39.077437
14790920,13,2024-02-07T09:51:56.010198
14804361,26,2024-02-07T19:41:56.153575
14826659,25,2024-02-07T03:35:52.936020
14861294,24,2024-02-07T05:59:11.475746
14876337,9,2024-02-07T03:51:21.911729
14956205,2,2024-02-07T17:55:28.418972
15029057,21,2024-02-07T11:50:39.235142
15030513,14,2024-02-07T04:50:55.267923
15087607,18,2024-02-07T02:02:09.508211
15111488,16,2024-02-07T12:37:14.816401
15133690,9,2024-02-07T17:04:28.009512
15163603,27,2024-02-07T00:36:08.786117
15234530,25,2024-02-07T14:09:45.287163
15275842,19,2024-02-07T08:44:17.328185
15362638,21,2024-02-07T01:57:09.944463
15432204,5,2024-02-07T00:22:35.840898
15569367,6,2024-02-07T18:44:59.580626
15574669,24,2024-02-07T18:43:54.074643
15920404,10,2024-02-07T17:58:19.740106
16048876,28,2024-02-07T22:57:34.974268
16149698,8,2024-02-07T19:39:15.139735
16266560,1,2024-02-07T02:06:46.997217
16337338,5,2024-02-07T10:22:09.077477
16407075,24,2024-02-07T22:04:47.741883
16543758,17,2024-02-07T12:03:31.844280
16555425,7,2024-02-07T10:35:27.633197
16689774,27,2024-02-07T13:36:37.037494
16693512,29,2024-02-07T21:38:10.369163
16695035,30,2024-02-07T14:09:17.439242
16960841,11,2024-02-07T17:51:39.906610
16970670,12,2024-02-07T09:50:00.905643
17047049,28,2024-02-07T06:14:52.859827
17103363,25,2024-02-07T23:15:35.083210
17125222,6,2024-02-07T11:18:59.350240
17200541,18,2024-02-07T22:11:49.730774
17265349,5,2024-02-07T21:26:36.339817
17268494,9,2024-02-07T06:54:55.478178
17327196,12,2024-02-07T02:04:42.082359
17356684,14,2024-02-07T20:45:55.114249
17368057,22,2024-02-07T10:59:49.964900
17688065,12,2024-02-07T05:27:46.313545
17704422,18,2024-02-07T10:39:33.822893
17704944,7,2024-02-07T14:44:04.857654
17710335,3,2024-02-07T14:26:47.302220
18290452,6,2024-02-07T21:53:33.319732
18306951,10,2024-02-07T23:24:07.529098
18335339,13,2024-02-07T20:24:51.728649
18558756,25,2024-02-07T16:15:52.305314
18636212,23,2024-02-07T02:36:28.632883
18750300,9,2024-02-07T19:46:49.381158
18779562,2,2024-02-07T09:01:37.970909
18799007,16,2024-02-07T17:53:07.037696
18807649,19,2024-02-07T07:05:57.259579
18857306,3,2024-02-07T21:51:56.505064
18872706,12,2024-02-07T16:48:12.879388
19046557,7,2024-02-07T06:07:33.703562
19075491,3,2024-02-07T01:00:01.771604
19112438,26,2024-02-07T02:21:47.195004
19165951,3,2024-02-07T06:38:52.724956
19210692,1,2024-02-07T02:43:14.590879
19391044,18,2024-02-07T19:52:45.163798
19431175,24,2024-02-07T19:01:50.751073
19524246,22,2024-02-07T11:48:56.263530
19535219,17,2024-02-07T05:30:30.940416
19712092,9,2024-02-07T11:39:37.836050
19749198,22,2024-02-07T18:31:17.355045
19855413,16,2024-02-07T05:04:16.954272
19863127,4,2024-02-07T13:09:09.720911
19867923,9,2024-02-07T19:54:13.740478
19885158,24,2024-02-07T16:23:20.413371
20053587,23,2024-02-07T23:05:49.193289
20070137,24,2024-02-07T06:29:36.213283
20086191,14,2024-02-07T12:30:30.818854
20451808,15,2024-02-07T09:25:47.478541
20611385,28,2024-02-07T07:53:43.965311
20718873,21,2024-02-07T00:04:56.880857
20846389,24,2024-02-07T07:46:33.298072
20848188,22,2024-02-07T10:19:34.734743
21082767,11,2024-02-07T13:32:42.303792
21150963,15,2024-02-07T11:20:30.232341
21164767,17,2024-02-07T12:13:10.599818
21293526,19,2024-02-07T10:51:43.425570
21448207,12,2024-02-07T06:50:30.827270
21521755,20,2024-02-07T22:06:47.940226
21666868,18,2024-02-07T16:55:56.245047
21671517,20,2024-02-07T02:52:29.821794
21759964,28,2024-02-07T05:56:13.546498
21959964,11,2024-02-07T10:37:10.564999
22063689,4,2024-02-07T17:30:53.986758
22081224,25,2024-02-07T01:08:08.921691
22136143,21,2024-02-07T23:30:53.987507
