order_id,customer_id,order_datetime
144076,24,2024-02-10T21:14:35.478405
166628,5,2024-02-10T12:48:12.337053
284184,13,2024-02-10T22:14:23.539853
567502,6,2024-02-10T05:26:37.988690
784782,9,2024-02-10T06:25:18.553349
1168598,24,2024-02-10T23:01:52.094363
1205347,13,2024-02-10T10:45:00.378953
1389809,23,2024-02-10T18:28:41.916759
1422424,2,2024-02-10T08:51:32.633690
1569155,28,2024-02-10T23:55:44.043849
1939251,26,2024-02-10T16:15:48.103144
2038517,6,2024-02-10T21:29:27.696172
2373660,12,2024-02-10T18:07:58.228218
2427821,21,2024-02-10T23:58:01.462826
2472474,15,2024-02-10T10:26:29.767162
2617004,18,2024-02-10T07:13:26.397488
2638261,22,2024-02-10T02:06:57.102458
2668341,5,2024-02-10T08:54:32.794060
2812002,8,2024-02-10T01:20:12.463737
2823798,29,2024-02-10T12:53:06.973091
2907169,7,2024-02-10T21:36:06.658506
3136138,30,2024-02-10T15:31:51.671403
3144787,13,2024-02-10T18:45:41.618360
3262104,24,2024-02-10T23:38:01.276184
3336620,6,2024-02-10T06:34:40.897886
3348170,1,2024-02-10T16:38:35.403054
3349251,5,2024-02-10T11:01:00.003462
3398420,5,2024-02-10T13:15:54.016680
3446288,3,2024-02-10T13:50:41.238018
3483259,18,2024-02-10T20:33:06.860545
3704131,27,2024-02-10T02:24:30.385077
3914188,17,2024-02-10T04:25:43.388551
4146981,3,2024-02-10T02:41:28.041221
4332383,17,2024-02-10T02:40:06.371277
4361797,19,2024-02-10T02:20:30.078373
4495401,28,2024-02-10T15:12:37.158756
4546671,18,2024-02-10T08:17:33.473920
4671280,20,2024-02-10T19:09:13.379569
4702631,28,2024-02-10T14:22:50.441336
4782668,5,2024-02-10T08:37:52.385384
4949380,13,2024-02-10T11:29:52.233831
4995477,27,2024-02-10T02:36:06.801406
5175558,1,2024-02-10T05:12:10.271610
5197463,6,2024-02-10T18:35:44.476158
5245322,21,2024-02-10T11:40:22.934909
5451223,28,2024-02-10T12:33:00.181187
5582636,9,2024-02-10T15:11:12.134857
5656349,4,2024-02-10T17:24:40.729108
5800986,11,2024-02-10T03:34:41.767118
5983888,16,2024-02-10T07:34:27.379262
6042741,20,2024-02-10T04:31:48.392529
6079590,6,2024-02-10T20:58:27.624963
6156299,3,2024-02-10T19:48:59.119206
6170967,3,2024-02-10T08:59:23.137990
6217461,22,2024-02-10T21:41:28.845878
6240940,26,2024-02-10T10:53:48.563537
6661451,12,2024-02-10T19:42:47.244334
6707711,2,2024-02-10T18:21:32.088985
7110544,29,2024-02-10T07:06:12.685063
7148553,20,2024-02-10T07:23:37.491450
7215819,29,2024-02-10T10:39:08.619732
7380720,7,2024-02-10T16:26:45.140772
7392302,7,2024-02-10T18:05:11.735427
7461174,22,2024-02-10T02:36:19.986195
7473490,30,2024-02-10T05:22:31.519275
7634304,15,2024-02-10T09:28:07.308361
7677866,25,2024-02-10T19:05:23.116826
7706429,9,2024-02-10T08:31:24.312241
7730454,29,2024-02-10T17:02:58.799953
7733996,18,2024-02-10T16:43:12.254641
7761905,9,2024-02-10T20:26:01.149399
7915959,25,2024-02-10T21:03:48.951295
7978260,6,2024-02-10T09:31:17.840365
8021873,1,2024-02-10T19:14:23.090112
8225899,17,2024-02-10T16:12:12.304533
8283937,13,2024-02-10T17:32:42.562348
8501700,14,2024-02-10T01:37:43.044713
8577895,10,2024-02-10T00:55:19.964022
8723558,30,2024-02-10T00:39:04.061512
8723935,2,2024-02-10T22:59:37.341196
8765847,20,2024-02-10T11:25:56.242932
8874531,1,2024-02-10T02:43:11.544334
8952360,18,2024-02-10T16:29:04.685812
9099828,21,2024-02-10T14:23:51.508171
9117480,19,2024-02-10T11:00:05.753767
9119421,10,2024-02-10T05:26:59.769912
9282297,24,2024-02-10T18:10:17.980942
9343313,9,2024-02-10T08:27:51.198066
9419989,25,2024-02-10T05:26:31.458982
9505967,4,2024-02-10T09:58:52.846723
