order_id,product_id,quantity,unit_price,line_total
47578,3,1,6.79,6.79
47578,6,1,7.30,7.30
54834,2,5,8.50,42.50
54834,26,2,6.39,12.78
151868,6,5,7.30,36.50
151868,7,2,5.78,11.56
151868,23,1,9.05,9.05
151868,36,4,1.84,7.36
164787,16,5,8.33,41.65
164787,27,5,3.98,19.90
164787,30,1,1.32,1.32
164787,33,1,1.03,1.03
323232,7,4,5.78,23.12
323232,12,1,0.60,0.60
323232,29,1,3.84,3.84
340440,15,2,5.26,10.52
340440,22,1,1.50,1.50
340440,23,5,9.05,45.25
340440,28,2,6.81,13.62
492793,7,2,5.78,11.56
492793,8,5,5.13,25.65
492793,18,1,6.95,6.95
492793,23,2,9.05,18.10
498416,25,4,4.99,19.96
527680,11,1,5.99,5.99
527680,14,3,6.94,20.82
527680,18,3,6.95,20.85
527680,22,4,1.50,6.00
527680,33,5,1.03,5.15
598594,4,4,3.62,14.48
598594,20,5,1.77,8.85
598594,30,1,1.32,1.32
598594,33,5,1.03,5.15
631924,9,3,0.84,2.52
631924,12,5,0.60,3.00
671199,30,3,1.32,3.96
702490,17,1,8.12,8.12
702490,30,1,1.32,1.32
722908,4,3,3.62,10.86
722908,8,2,5.13,10.26
722908,20,4,1.77,7.08
838573,28,3,6.81,20.43
838573,35,1,9.07,9.07
898508,19,3,1.65,4.95
898508,25,4,4.99,19.96
898508,26,4,6.39,25.56
898508,32,5,0.99,4.95
917941,18,4,6.95,27.80
917941,21,4,3.42,13.68
943154,3,4,6.79,27.16
1036925,4,3,3.62,10.86
1036925,7,1,5.78,5.78
1036925,11,4,5.99,23.96
1036925,22,4,1.50,6.00
1051367,18,4,6.95,27.80
1092223,5,5,0.79,3.95
1092223,10,1,7.64,7.64
1092223,22,2,1.50,3.00
1092223,24,3,5.32,15.96
1092223,26,5,6.39,31.95
1219585,6,3,7.30,21.90
1227457,15,5,5.26,26.30
1227457,33,4,1.03,4.12
1227457,36,5,1.84,9.20
1252883,31,5,3.36,16.80
1286282,16,5,8.33,41.65
1286282,20,3,1.77,5.31
1286282,21,1,3.42,3.42
1286282,28,1,6.81,6.81
1294768,7,2,5.78,11.56
1294768,13,3,1.21,3.63
1294768,21,2,3.42,6.84
1294768,31,3,3.36,10.08
1322399,24,5,5.32,26.60
1342174,1,1,3.26,3.26
1342174,4,2,3.62,7.24
1342174,20,5,1.77,8.85
1342174,27,1,3.98,3.98
1342174,35,3,9.07,27.21
1556837,13,5,1.21,6.05
1556837,17,5,8.12,40.60
1556837,21,1,3.42,3.42
1556837,25,5,4.99,24.95
1556837,33,3,1.03,3.09
1607194,9,4,0.84,3.36
1607194,11,4,5.99,23.96
1697147,9,3,0.84,2.52
1697147,27,1,3.98,3.98
1858711,19,2,1.65,3.30
1981542,3,3,6.79,20.37
2011716,19,5,1.65,8.25
2056137,16,2,8.33,16.66
2056137,22,1,1.50,1.50
2056137,27,2,3.98,7.96
2060311,3,2,6.79,13.58
2060311,10,2,7.64,15.28
2060311,12,1,0.60,0.60
2060311,15,2,5.26,10.52
2230293,13,2,1.21,2.42
2230293,23,2,9.05,18.10
2230293,25,5,4.99,24.95
2244804,1,4,3.26,13.04
2253361,36,4,1.84,7.36
2300873,12,4,0.60,2.40
2300873,23,2,9.05,18.10
2300873,26,4,6.39,25.56
2300873,33,3,1.03,3.09
2400318,28,1,6.81,6.81
2498550,10,5,7.64,38.20
2498550,11,1,5.99,5.99
2498550,14,1,6.94,6.94
2498550,22,5,1.50,7.50
2498550,32,1,0.99,0.99
2655151,11,3,5.99,17.97
2655151,17,1,8.12,8.12
2655151,27,4,3.98,15.92
2683375,3,1,6.79,6.79
2683375,22,2,1.50,3.00
2778317,27,2,3.98,7.96
2802404,11,1,5.99,5.99
2822897,10,3,7.64,22.92
2822897,17,5,8.12,40.60
2822897,34,5,3.99,19.95
2878363,28,3,6.81,20.43
2878363,35,3,9.07,27.21
2901527,1,5,3.26,16.30
2901527,7,3,5.78,17.34
2901527,27,3,3.98,11.94
2901527,30,4,1.32,5.28
2935609,5,2,0.79,1.58
2935609,14,1,6.94,6.94
2935609,21,2,3.42,6.84
2935609,22,3,1.50,4.50
2935609,35,2,9.07,18.14
2968618,19,5,1.65,8.25
2968618,22,3,1.50,4.50
2968618,23,3,9.05,27.15
2968618,36,1,1.84,1.84
3171205,6,3,7.30,21.90
3171205,12,4,0.60,2.40
3193471,14,1,6.94,6.94
3193471,20,4,1.77,7.08
3193471,22,5,1.50,7.50
3193471,26,2,6.39,12.78
3193471,34,5,3.99,19.95
3372989,1,5,3.26,16.30
3372989,5,3,0.79,2.37
3372989,7,3,5.78,17.34
3539762,5,5,0.79,3.95
3539762,10,5,7.64,38.20
3539762,20,5,1.77,8.85
3539762,23,2,9.05,18.10
3540696,3,2,6.79,13.58
3540696,27,2,3.98,7.96
3644750,1,5,3.26,16.30
3644750,3,3,6.79,20.37
3644750,22,3,1.50,4.50
3644750,24,4,5.32,21.28
3644750,33,3,1.03,3.09
3683895,16,4,8.33,33.32
3683895,27,5,3.98,19.90
3683895,30,5,1.32,6.60
3797561,10,5,7.64,38.20
3815700,1,4,3.26,13.04
3815700,2,3,8.50,25.50
3815700,19,2,1.65,3.30
3923529,9,3,0.84,2.52
3923529,26,1,6.39,6.39
3959515,21,5,3.42,17.10
3959515,23,2,9.05,18.10
3959515,26,1,6.39,6.39
3959515,30,1,1.32,1.32
3959515,33,1,1.03,1.03
3981178,6,2,7.30,14.60
3981178,7,3,5.78,17.34
3981178,12,2,0.60,1.20
3981178,14,3,6.94,20.82
4131845,13,1,1.21,1.21
4131845,16,3,8.33,24.99
4131845,25,2,4.99,9.98
4131845,30,4,1.32,5.28
4274974,1,3,3.26,9.78
4274974,6,4,7.30,29.20
4274974,17,1,8.12,8.12
4274974,24,3,5.32,15.96
4274974,29,1,3.84,3.84
4294972,18,1,6.95,6.95
4318098,24,4,5.32,21.28
4340543,20,4,1.77,7.08
4340543,36,2,1.84,3.68
4348971,4,2,3.62,7.24
4348971,12,5,0.60,3.00
4389280,1,4,3.26,13.04
4389280,24,2,5.32,10.64
4389280,32,3,0.99,2.97
4389280,35,5,9.07,45.35
4466058,9,3,0.84,2.52
4466058,13,4,1.21,4.84
4466058,27,4,3.98,15.92
4467620,4,3,3.62,10.86
4467620,8,3,5.13,15.39
4467620,19,1,1.65,1.65
4467620,33,3,1.03,3.09
4576126,34,2,3.99,7.98
4664255,18,3,6.95,20.85
4669181,7,1,5.78,5.78
4669181,10,2,7.64,15.28
4669181,16,4,8.33,33.32
4669181,24,2,5.32,10.64
4749906,7,3,5.78,17.34
4749906,12,1,0.60,0.60
4749906,18,4,6.95,27.80
4749906,22,1,1.50,1.50
4749906,32,2,0.99,1.98
4777665,4,1,3.62,3.62
4777665,19,2,1.65,3.30
4777665,26,2,6.39,12.78
5093968,2,1,8.50,8.50
5093968,14,2,6.94,13.88
5093968,16,1,8.33,8.33
5093968,29,3,3.84,11.52
5093968,32,3,0.99,2.97
5115594,30,1,1.32,1.32
5119290,11,2,5.99,11.98
5119290,34,3,3.99,11.97
5360829,22,5,1.50,7.50
5360829,32,2,0.99,1.98
5389678,7,5,5.78,28.90
5389678,13,1,1.21,1.21
5389678,19,4,1.65,6.60
5389678,26,1,6.39,6.39
5389678,35,2,9.07,18.14
5500590,18,2,6.95,13.90
5784698,7,3,5.78,17.34
5784698,20,5,1.77,8.85
5807298,3,5,6.79,33.95
5807298,26,5,6.39,31.95
5833750,1,4,3.26,13.04
5959238,12,3,0.60,1.80
5959238,36,2,1.84,3.68
6241604,28,5,6.81,34.05
6410256,8,2,5.13,10.26
6410256,24,1,5.32,5.32
6410256,31,2,3.36,6.72
6438851,3,4,6.79,27.16
6438851,5,3,0.79,2.37
6438851,10,4,7.64,30.56
6438851,15,1,5.26,5.26
6438851,19,5,1.65,8.25
6600640,18,4,6.95,27.80
6600733,5,5,0.79,3.95
6600733,24,4,5.32,21.28
6600733,28,2,6.81,13.62
6808885,12,4,0.60,2.40
6808885,27,1,3.98,3.98
6808885,35,5,9.07,45.35
6808885,36,4,1.84,7.36
6943630,10,2,7.64,15.28
6943630,19,4,1.65,6.60
6943630,28,2,6.81,13.62
6998146,1,4,3.26,13.04
6998146,8,4,5.13,20.52
6998146,11,1,5.99,5.99
7038116,10,1,7.64,7.64
7038116,19,1,1.65,1.65
7065444,2,3,8.50,25.50
7065444,29,1,3.84,3.84
7065444,33,3,1.03,3.09
7108080,3,2,6.79,13.58
7108080,19,5,1.65,8.25
7115833,8,4,5.13,20.52
7115833,14,4,6.94,27.76
7119912,5,5,0.79,3.95
7119912,18,1,6.95,6.95
7119912,22,4,1.50,6.00
7119912,27,2,3.98,7.96
7145270,8,4,5.13,20.52
7287132,14,2,6.94,13.88
7354330,7,1,5.78,5.78
7354330,8,1,5.13,5.13
7354330,18,3,6.95,20.85
7354330,25,3,4.99,14.97
7400648,31,3,3.36,10.08
7400648,35,3,9.07,27.21
7421691,2,4,8.50,34.00
7421691,26,4,6.39,25.56
7447272,1,2,3.26,6.52
7447272,2,3,8.50,25.50
7447272,13,4,1.21,4.84
