order_id,customer_id,order_datetime
115256,2,2024-02-09T13:47:50.879325
216364,26,2024-02-09T23:46:28.594678
240528,1,2024-02-09T17:50:24.693168
251537,13,2024-02-09T10:35:36.284180
337782,25,2024-02-09T04:51:22.217844
359926,12,2024-02-09T17:32:52.984909
398725,7,2024-02-09T05:21:00.663295
578900,16,2024-02-09T04:47:39.958786
627264,26,2024-02-09T17:03:04.462948
670827,27,2024-02-09T23:04:50.112705
695562,6,2024-02-09T02:57:14.266517
765111,12,2024-02-09T18:35:03.135692
1202520,23,2024-02-09T12:38:18.570532
1243642,16,2024-02-09T08:42:30.116061
1305331,6,2024-02-09T10:31:10.906153
1328158,8,2024-02-09T23:32:47.239772
1346381,16,2024-02-09T11:14:50.679392
1420277,25,2024-02-09T00:22:37.073581
1429015,17,2024-02-09T00:07:47.691790
1442189,17,2024-02-09T08:38:00.392297
1534725,3,2024-02-09T06:10:52.231863
1593545,8,2024-02-09T21:25:24.587291
1595596,2,2024-02-09T05:58:06.797175
1954526,21,2024-02-09T11:27:45.754717
1992222,26,2024-02-09T10:14:23.539931
2004389,13,2024-02-09T10:07:33.084917
2263704,8,2024-02-09T01:00:30.562412
2265761,6,2024-02-09T17:00:57.152377
2322427,16,2024-02-09T11:48:23.937317
2346702,15,2024-02-09T14:08:29.370925
2426448,5,2024-02-09T16:53:23.636161
2442411,12,2024-02-09T22:42:07.957659
2524315,4,2024-02-09T06:41:55.278159
2773812,21,2024-02-09T22:18:53.357269
2918248,14,2024-02-09T17:39:14.852249
2970051,16,2024-02-09T11:03:12.195293
3294402,19,2024-02-09T14:17:45.152326
3372059,18,2024-02-09T17:10:42.783622
3416770,8,2024-02-09T05:00:09.243726
3420980,26,2024-02-09T21:50:01.334198
3505687,10,2024-02-09T13:34:06.869397
3524596,1,2024-02-09T05:07:42.375592
3733474,21,2024-02-09T08:13:05.148028
3736505,1,2024-02-09T10:28:21.978427
3933933,22,2024-02-09T20:23:14.266200
4003839,6,2024-02-09T13:52:10.686580
4058120,11,2024-02-09T02:22:52.741226
4227718,13,2024-02-09T14:17:11.481342
4290065,15,2024-02-09T08:21:17.170132
4678427,30,2024-02-09T09:03:01.414254
4782030,16,2024-02-09T12:40:17.533375
4928565,16,2024-02-09T08:28:47.593596
5020913,24,2024-02-09T02:04:23.880429
5127472,5,2024-02-09T18:17:38.675651
5194321,7,2024-02-09T14:40:06.117465
5284501,8,2024-02-09T07:41:01.792365
5338358,21,2024-02-09T09:47:24.933298
5359316,28,2024-02-09T15:15:47.692219
5429378,14,2024-02-09T07:45:40.999815
5555482,14,2024-02-09T04:30:54.119653
5713428,20,2024-02-09T07:10:00.800972
5902631,14,2024-02-09T11:35:14.676370
6073895,7,2024-02-09T17:47:19.850282
6110766,29,2024-02-09T16:39:10.101262
6220692,23,2024-02-09T14:47:41.168212
6379880,18,2024-02-09T02:41:11.446067
6393442,27,2024-02-09T05:17:08.511256
6401307,20,2024-02-09T19:37:44.483690
6459990,27,2024-02-09T10:17:15.667186
6513404,19,2024-02-09T07:59:02.027891
6533988,7,2024-02-09T22:27:06.228385
6556761,6,2024-02-09T04:10:47.418380
6573780,25,2024-02-09T17:33:02.383847
6633538,3,2024-02-09T02:04:01.951926
6651080,29,2024-02-09T00:41:17.687849
6667986,26,2024-02-09T19:44:49.908074
6754080,26,2024-02-09T15:10:58.292351
6759172,14,2024-02-09T12:25:08.167693
6759670,12,2024-02-09T09:47:37.365841
6776231,6,2024-02-09T18:30:05.427017
6880172,6,2024-02-09T13:03:24.010933
7282247,13,2024-02-09T07:01:46.472687
7565439,7,2024-02-09T03:57:39.836123
7579563,26,2024-02-09T02:38:54.952374
7585423,21,2024-02-09T13:15:46.253214
7622007,22,2024-02-09T03:05:28.097685
7623864,20,2024-02-09T17:50:42.927058
7688587,22,2024-02-09T05:28:29.925467
7720057,27,2024-02-09T00:48:53.725995
7732845,24,2024-02-09T06:58:24.082798
7857918,20,2024-02-09T03:01:52.219631
8021009,4,2024-02-09T08:53:11.459153
8093617,25,2024-02-09T15:02:51.624677
8131940,14,2024-02-09T18:54:46.466829
8182051,6,2024-02-09T16:05:24.226326
8241802,28,2024-02-09T00:46:20.943882
8275201,20,2024-02-09T03:30:33.652581
8287357,8,2024-02-09T02:17:12.634133
8315140,30,2024-02-09T19:19:30.630096
8419956,10,2024-02-09T03:55:46.886032
8494802,12,2024-02-09T23:48:49.697124
8562646,18,2024-02-09T07:37:22.087363
8581467,22,2024-02-09T02:29:54.651395
8590080,9,2024-02-09T12:20:27.149305
8602397,16,2024-02-09T13:34:35.399007
8693280,19,2024-02-09T04:49:12.220084
8716835,10,2024-02-09T14:34:06.202863
8780025,8,2024-02-09T21:42:38.243707
8847365,23,2024-02-09T18:37:02.896254
8876754,16,2024-02-09T06:39:44.768893
9056028,15,2024-02-09T21:35:41.518806
9059106,18,2024-02-09T17:46:54.380753
9064825,9,2024-02-09T23:09:18.164085
9143680,7,2024-02-09T23:46:31.316701
9389598,11,2024-02-09T11:04:36.343126
9415605,1,2024-02-09T12:15:23.526732
9509768,18,2024-02-09T13:54:36.065899
9699646,26,2024-02-09T06:40:01.316343
9917137,25,2024-02-09T20:34:00.389867
9944721,16,2024-02-09T01:21:04.216838
9969732,5,2024-02-09T22:25:11.925888
9990179,28,2024-02-09T12:52:53.999172
9999650,22,2024-02-09T20:13:25.240929
10046824,22,2024-02-09T01:39:06.734932
10060300,23,2024-02-09T14:14:00.762572
10153266,6,2024-02-09T09:07:50.387180
10200344,14,2024-02-09T20:07:22.349044
10230051,19,2024-02-09T00:23:39.906026
10265268,11,2024-02-09T00:47:26.493098
10284971,7,2024-02-09T08:14:29.999392
10348017,5,2024-02-09T14:08:09.293967
10377820,28,2024-02-09T18:10:33.484872
10490651,23,2024-02-09T05:12:47.761123
10513296,24,2024-02-09T16:53:56.899357
10596482,1,2024-02-09T23:23:17.330192
10674268,1,2024-02-09T21:39:03.398512
10677697,25,2024-02-09T01:42:50.049939
10716343,4,2024-02-09T11:01:24.911239
10737768,10,2024-02-09T21:05:12.870123
10747213,5,2024-02-09T05:18:40.292664
10755725,23,2024-02-09T06:28:25.241450
10780812,16,2024-02-09T15:44:34.095856
11103344,24,2024-02-09T22:55:15.644718
11225713,10,2024-02-09T18:00:51.773216
11260785,24,2024-02-09T04:36:42.951641
11323285,14,2024-02-09T06:54:49.951197
11430712,22,2024-02-09T21:55:41.397858
11442120,2,2024-02-09T00:23:31.748471
11482387,23,2024-02-09T02:49:21.383765
11522061,16,2024-02-09T21:31:32.306862
11806267,28,2024-02-09T23:38:16.546471
11822811,29,2024-02-09T15:39:13.642456
11943604,16,2024-02-09T00:25:14.833646
11960901,9,2024-02-09T10:49:23.323215
12111242,25,2024-02-09T17:40:18.829761
12251951,18,2024-02-09T15:18:25.813619
12318174,21,2024-02-09T17:30:03.853802
12379408,26,2024-02-09T04:12:53.283397
12449148,30,2024-02-09T10:28:28.898623
12506015,22,2024-02-09T12:21:57.282368
12566017,12,2024-02-09T17:23:41.229779
12596970,9,2024-02-09T01:03:22.359430
12624706,23,2024-02-09T03:17:04.825042
12653145,17,2024-02-09T12:43:40.071803
12727716,28,2024-02-09T08:10:03.515828
12911301,6,2024-02-09T23:47:46.454782
13000894,27,2024-02-09T07:47:55.991761
13016985,23,2024-02-09T03:44:16.026627
13075703,4,2024-02-09T23:25:25.268763
13093649,16,2024-02-09T05:43:17.145937
13139174,20,2024-02-09T21:06:07.081458
13164944,2,2024-02-09T23:34:42.106825
13314665,25,2024-02-09T02:02:01.383368
13333863,13,2024-02-09T03:33:02.923233
13404519,20,2024-02-09T15:36:27.296291
13592320,22,2024-02-09T20:57:05.801459
13746571,24,2024-02-09T16:10:01.461645
13781905,23,2024-02-09T21:54:22.842484
13859206,20,2024-02-09T00:13:17.250852
13893699,3,2024-02-09T03:12:16.320100
13949851,3,2024-02-09T11:33:28.368724
14065720,23,2024-02-09T04:16:56.301906
14069711,13,2024-02-09T00:07:56.284179
14073933,17,2024-02-09T00:37:11.481800
14113180,8,2024-02-09T05:30:52.587757
14145176,29,2024-02-09T12:36:12.259838
14159430,27,2024-02-09T19:29:22.975878
14604905,6,2024-02-09T12:46:45.677151
14608309,30,2024-02-09T01:54:49.639231
14757735,7,2024-02-09T15:09:46.465398
14972462,17,2024-02-09T22:46:59.503526
14990076,4,2024-02-09T20:04:50.973615
15009292,15,2024-02-09T02:08:40.022341
15199630,27,2024-02-09T00:31:02.469984
15255271,26,2024-02-09T12:21:03.696225
15285978,12,2024-02-09T08:23:08.631125
15301162,3,2024-02-09T04:54:52.845193
15303899,4,2024-02-09T00:28:27.858024
15332730,29,2024-02-09T08:28:45.854412
15380688,22,2024-02-09T14:12:25.021347
15391885,29,2024-02-09T00:47:01.330109
15480508,1,2024-02-09T14:54:39.069158
15560918,9,2024-02-09T04:17:32.408917
15644800,2,2024-02-09T12:45:22.889124
15779420,3,2024-02-09T01:33:58.424157
15796347,7,2024-02-09T08:32:51.651093
15932454,29,2024-02-09T08:33:17.581065
16055106,14,2024-02-09T22:01:39.198912
