order_id,product_id,quantity,unit_price,line_total
965840,21,2,3.42,6.84
1320512,1,3,3.26,9.78
1320512,4,1,3.62,3.62
1320512,27,2,3.98,7.96
1320512,34,4,3.99,15.96
2163169,2,1,8.50,8.50
2163169,10,3,7.64,22.92
2163169,16,5,8.33,41.65
2163169,23,4,9.05,36.20
2163169,27,5,3.98,19.90
2367585,15,5,5.26,26.30
2367585,21,2,3.42,6.84
4269977,20,2,1.77,3.54
4269977,25,4,4.99,19.96
4269977,27,3,3.98,11.94
4269977,34,5,3.99,19.95
4269977,36,4,1.84,7.36
4270650,17,2,8.12,16.24
4270650,26,3,6.39,19.17
4270650,34,4,3.99,15.96
4395416,22,3,1.50,4.50
4613699,19,1,1.65,1.65
4613699,28,4,6.81,27.24
4613699,29,4,3.84,15.36
4833172,10,4,7.64,30.56
4833172,29,2,3.84,7.68
4833172,34,3,3.99,11.97
4909149,1,4,3.26,13.04
4909149,11,1,5.99,5.99
4909149,17,5,8.12,40.60
4909149,19,1,1.65,1.65
4909149,28,1,6.81,6.81
4983094,34,5,3.99,19.95
4989818,10,1,7.64,7.64
4989818,33,4,1.03,4.12
5059619,29,3,3.84,11.52
5349679,8,4,5.13,20.52
5349679,28,5,6.81,34.05
5529484,17,5,8.12,40.60
5529484,23,3,9.05,27.15
5529484,29,2,3.84,7.68
5529484,34,1,3.99,3.99
5529484,36,3,1.84,5.52
5638894,27,2,3.98,7.96
5638894,32,4,0.99,3.96
5638894,36,3,1.84,5.52
5645874,8,3,5.13,15.39
5645874,18,3,6.95,20.85
5645874,24,1,5.32,5.32
5645874,36,5,1.84,9.20
7208829,25,4,4.99,19.96
7893293,9,3,0.84,2.52
7893293,18,3,6.95,20.85
7893293,22,5,1.50,7.50
7893293,33,4,1.03,4.12
8314067,28,3,6.81,20.43
8572302,10,4,7.64,30.56
8572302,22,1,1.50,1.50
8909289,20,3,1.77,5.31
9297198,17,1,8.12,8.12
9297198,23,4,9.05,36.20
9297198,26,4,6.39,25.56
9297198,33,4,1.03,4.12
9384490,2,1,8.50,8.50
9384490,16,2,8.33,16.66
9504714,3,4,6.79,27.16
9504714,4,2,3.62,7.24
9504714,7,1,5.78,5.78
9504714,16,2,8.33,16.66
9504714,25,2,4.99,9.98
9514395,15,4,5.26,21.04
9514395,24,4,5.32,21.28
9514395,30,4,1.32,5.28
9530476,5,3,0.79,2.37
9530476,8,2,5.13,10.26
9530476,12,5,0.60,3.00
10039918,8,4,5.13,20.52
10039918,29,1,3.84,3.84
10039918,36,5,1.84,9.20
10094586,8,1,5.13,5.13
10094586,21,2,3.42,6.84
10094586,23,5,9.05,45.25
10094586,25,2,4.99,9.98
11095838,8,3,5.13,15.39
11095838,21,4,3.42,13.68
11095838,31,5,3.36,16.80
11095838,35,5,9.07,45.35
11190694,3,1,6.79,6.79
11190694,11,4,5.99,23.96
11190694,14,4,6.94,27.76
11190694,18,3,6.95,20.85
11190694,36,1,1.84,1.84
11291862,12,1,0.60,0.60
11291862,16,1,8.33,8.33
11291862,30,4,1.32,5.28
11350464,8,5,5.13,25.65
11350464,32,4,0.99,3.96
11362215,35,3,9.07,27.21
11460238,12,4,0.60,2.40
11460238,16,1,8.33,8.33
11460238,25,3,4.99,14.97
11460238,30,4,1.32,5.28
12159920,4,3,3.62,10.86
12538853,8,5,5.13,25.65
12538853,14,4,6.94,27.76
12538853,16,4,8.33,33.32
