order_id,customer_id,order_datetime
3142,26,2024-02-01T07:59:39.619409
117774,27,2024-02-01T09:52:55.126724
1330819,7,2024-02-01T09:25:54.080196
1591680,16,2024-02-01T16:50:50.766154
1776127,21,2024-02-01T23:14:01.853294
1964792,8,2024-02-01T16:35:22.457011
2012664,14,2024-02-01T10:06:12.902813
2239861,10,2024-02-01T02:10:33.596100
2261088,26,2024-02-01T19:36:45.038738
2484603,15,2024-02-01T23:22:36.820127
2486828,9,2024-02-01T14:44:49.852787
2900430,19,2024-02-01T20:24:28.746559
2906815,21,2024-02-01T20:53:35.249899
3552355,11,2024-02-01T12:22:01.890018
4177826,16,2024-02-01T06:06:34.528373
4195908,6,2024-02-01T22:45:15.745727
4440350,15,2024-02-01T01:19:06.178213
4543049,22,2024-02-01T23:00:46.833383
4673181,20,2024-02-01T02:54:41.869041
4986371,1,2024-02-01T00:34:44.525895
5089193,19,2024-02-01T21:58:02.787493
5432828,22,2024-02-01T11:56:37.727814
5574575,25,2024-02-01T01:52:47.596351
5740151,18,2024-02-01T21:36:58.516080
6137979,11,2024-02-01T01:48:21.925090
6261239,22,2024-02-01T20:01:54.104221
6369612,30,2024-02-01T09:11:25.684785
7676596,10,2024-02-01T14:17:01.954195
7806399,4,2024-02-01T20:31:46.979099
7808760,30,2024-02-01T10:53:58.288090
7931153,22,2024-02-01T08:03:53.981550
8074241,9,2024-02-01T16:05:45.786321
8215493,20,2024-02-01T05:01:48.304096
8378407,5,2024-02-01T02:16:29.399716
8386365,14,2024-02-01T15:46:03.817904
8444752,26,2024-02-01T15:24:40.487171
8612969,6,2024-02-01T07:03:26.500397
8623362,16,2024-02-01T22:01:39.983163
8647349,5,2024-02-01T18:44:23.300883
8724647,6,2024-02-01T18:21:24.422745
8857471,13,2024-02-01T16:48:52.920382
8990823,9,2024-02-01T21:52:21.173144
9381647,13,2024-02-01T20:25:21.302380
9507448,9,2024-02-01T10:11:15.003369
9585987,27,2024-02-01T20:10:26.947897
10070729,27,2024-02-01T19:28:25.162601
10383229,30,2024-02-01T08:33:27.468373
10536289,10,2024-02-01T07:50:44.126318
10574355,6,2024-02-01T08:06:05.204298
10688295,29,2024-02-01T19:53:13.982415
11091759,28,2024-02-01T13:47:21.869478
11204791,28,2024-02-01T03:01:51.810200
11220562,7,2024-02-01T22:51:43.253363
11365566,24,2024-02-01T10:36:37.081018
11704514,16,2024-02-01T17:07:18.462882
11721281,20,2024-02-01T05:59:47.800900
11747598,19,2024-02-01T11:25:25.351725
12073413,8,2024-02-01T23:49:52.028127
12161188,29,2024-02-01T02:44:59.850780
12224866,25,2024-02-01T01:02:37.497029
12347522,21,2024-02-01T01:05:39.816588
12354771,28,2024-02-01T11:42:56.835247
12564015,27,2024-02-01T21:24:08.457480
12656490,15,2024-02-01T22:34:26.458012
12851046,20,2024-02-01T12:10:34.384021
12987974,2,2024-02-01T06:16:02.604689
13120003,6,2024-02-01T21:48:37.560303
13295154,26,2024-02-01T08:40:44.434415
13686758,1,2024-02-01T12:46:46.788395
13824933,26,2024-02-01T23:56:23.872208
13846075,19,2024-02-01T05:05:39.089677
13878142,17,2024-02-01T14:54:59.668732
13884627,30,2024-02-01T08:24:45.183733
13898348,11,2024-02-01T05:00:56.839620
13989333,30,2024-02-01T21:51:19.387197
14235390,4,2024-02-01T01:13:05.264298
15215798,8,2024-02-01T06:13:35.931051
15598399,4,2024-02-01T06:02:22.646755
15729206,19,2024-02-01T04:20:47.306414
15942649,26,2024-02-01T09:14:00.283158
16022737,19,2024-02-01T09:01:11.463422
16154909,15,2024-02-01T00:41:56.397922
16325439,6,2024-02-01T09:32:08.372741
16551022,26,2024-02-01T14:22:08.019952
16630487,25,2024-02-01T11:29:30.838419
16843820,28,2024-02-01T19:38:44.357860
16989642,9,2024-02-01T00:30:24.177920
18249667,27,2024-02-01T14:47:57.592042
18598534,22,2024-02-01T05:56:18.171643
18857876,9,2024-02-01T19:17:13.212152
19080312,24,2024-02-01T14:18:12.836593
19176998,12,2024-02-01T18:36:29.028765
19285243,9,2024-02-01T18:26:59.950009
19397047,2,2024-02-01T00:29:40.968722
19483145,25,2024-02-01T07:27:47.721667
19518783,5,2024-02-01T23:48:11.442407
20426896,16,2024-02-01T11:55:31.942721
20566694,4,2024-02-01T04:43:37.386449
20704253,14,2024-02-01T21:08:11.998457
20948259,10,2024-02-01T14:15:41.636572
21324785,19,2024-02-01T17:08:28.615946
21401328,4,2024-02-01T19:04:26.668749
21790102,25,2024-02-01T15:58:26.048878
22016326,10,2024-02-01T17:33:31.261959
22052943,2,2024-02-01T06:58:35.350820
22226121,26,2024-02-01T09:12:47.219156
22393048,30,2024-02-01T16:12:03.342194
22509008,16,2024-02-01T03:01:08.103857
22641990,12,2024-02-01T10:37:08.986596
22732225,6,2024-02-01T13:34:44.513354
22920249,14,2024-02-01T02:10:14.710907
23038457,2,2024-02-01T22:36:55.806634
23058022,19,2024-02-01T13:51:30.947343
23192567,24,2024-02-01T03:33:58.450758
23212659,10,2024-02-01T01:38:05.576661
23358965,2,2024-02-01T16:35:44.759645
23420913,15,2024-02-01T05:54:22.094152
23512159,10,2024-02-01T07:49:08.616731
23633653,8,2024-02-01T09:29:56.846969
23659499,26,2024-02-01T05:13:47.117591
23685169,24,2024-02-01T02:53:36.536904
23820545,12,2024-02-01T16:14:05.690444
23916831,6,2024-02-01T10:23:41.457863
23963614,4,2024-02-01T17:03:24.631297
24204432,16,2024-02-01T19:11:05.302419
24228974,23,2024-02-01T02:57:52.340723
25176837,6,2024-02-01T11:37:22.556513
25547884,11,2024-02-01T21:12:07.912648
25616973,30,2024-02-01T21:56:57.035605
26170056,6,2024-02-01T04:09:09.263201
26223246,17,2024-02-01T19:09:57.376906
26247910,1,2024-02-01T14:03:26.772014
26365821,2,2024-02-01T10:12:54.046666
26428545,22,2024-02-01T18:41:27.939319
26521857,25,2024-02-01T01:21:52.990084
26613295,11,2024-02-01T03:57:35.622013
26676787,19,2024-02-01T20:54:49.558399
26731059,26,2024-02-01T00:50:26.611999
27439395,14,2024-02-01T04:35:28.775041
27528666,20,2024-02-01T03:29:54.059485
27682931,28,2024-02-01T13:21:06.024185
27711138,18,2024-02-01T22:03:58.228551
27763125,5,2024-02-01T21:06:26.265238
27778641,24,2024-02-01T01:00:59.009676
27842449,7,2024-02-01T20:00:57.781327
28143291,22,2024-02-01T10:04:21.749105
28543611,9,2024-02-01T05:45:55.066730
28903314,2,2024-02-01T17:06:09.907176
29054615,13,2024-02-01T20:31:06.243568
29234672,30,2024-02-01T20:00:21.761628
29269896,21,2024-02-01T06:10:42.701553
29442652,29,2024-02-01T19:18:15.459719
30082214,25,2024-02-01T23:05:07.114668
30191430,20,2024-02-01T10:36:01.284478
30476751,24,2024-02-01T12:07:13.457402
30663723,20,2024-02-01T03:51:35.836318
30842510,13,2024-02-01T01:08:25.604392
30898898,19,2024-02-01T02:34:50.731725
31365293,14,2024-02-01T02:17:43.951728
31548560,16,2024-02-01T06:25:54.641437
32118989,17,2024-02-01T01:22:48.577043
32466509,16,2024-02-01T17:15:06.424869
32637148,26,2024-02-01T12:22:24.827014
32651625,18,2024-02-01T13:11:27.112328
32774668,2,2024-02-01T15:27:13.655380
32816710,7,2024-02-01T01:35:06.788140
33100238,15,2024-02-01T16:39:49.511064
33264432,24,2024-02-01T05:48:40.173900
33448001,22,2024-02-01T07:53:43.471781
33785926,9,2024-02-01T09:02:09.139078
33881384,18,2024-02-01T13:06:20.525594
34001148,12,2024-02-01T23:30:29.547072
34122017,17,2024-02-01T21:32:09.188471
34607486,26,2024-02-01T12:37:36.681947
34747318,12,2024-02-01T14:51:53.535751
35052985,14,2024-02-01T18:31:07.190234
35186238,9,2024-02-01T23:32:11.624324
35543275,20,2024-02-01T14:33:40.377959
35614444,13,2024-02-01T03:18:23.340234
35957482,27,2024-02-01T02:50:30.748131
35970440,24,2024-02-01T03:50:59.357149
36172959,2,2024-02-01T13:21:31.978003
36259873,26,2024-02-01T05:10:44.581678
36450892,29,2024-02-01T09:07:36.889092
36557059,6,2024-02-01T04:18:18.318597
37232877,19,2024-02-01T08:53:33.311199
37356340,25,2024-02-01T22:00:28.735305
37827254,21,2024-02-01T09:41:10.558612
37974709,17,2024-02-01T21:10:55.441562
38009529,25,2024-02-01T12:00:55.526148
38053553,17,2024-02-01T02:01:14.718248
38207976,22,2024-02-01T10:07:58.091133
38602677,30,2024-02-01T10:57:12.555027
38642639,11,2024-02-01T19:40:28.896489
38895443,4,2024-02-01T00:02:31.851703
39092502,20,2024-02-01T04:20:34.370123
39123409,11,2024-02-01T02:44:09.142030
