order_id,product_id,quantity,unit_price,line_total
38989,5,5,0.79,3.95
38989,6,5,7.30,36.50
38989,19,2,1.65,3.30
38989,32,2,0.99,1.98
101557,3,5,6.79,33.95
101557,7,2,5.78,11.56
101557,24,2,5.32,10.64
115537,10,4,7.64,30.56
115537,21,5,3.42,17.10
115537,23,3,9.05,27.15
115537,31,2,3.36,6.72
133041,18,4,6.95,27.80
133041,20,5,1.77,8.85
133041,33,5,1.03,5.15
174452,6,2,7.30,14.60
234646,2,1,8.50,8.50
234646,13,4,1.21,4.84
234646,28,2,6.81,13.62
234646,35,3,9.07,27.21
449419,13,4,1.21,4.84
449419,14,3,6.94,20.82
449419,25,1,4.99,4.99
713636,6,5,7.30,36.50
713636,11,4,5.99,23.96
713636,20,1,1.77,1.77
741262,13,5,1.21,6.05
816568,23,1,9.05,9.05
816568,29,2,3.84,7.68
938489,1,3,3.26,9.78
938489,8,2,5.13,10.26
938489,13,3,1.21,3.63
938489,20,3,1.77,5.31
938489,30,4,1.32,5.28
967507,1,3,3.26,9.78
967507,12,5,0.60,3.00
967507,32,3,0.99,2.97
971445,10,5,7.64,38.20
971445,11,2,5.99,11.98
971445,19,2,1.65,3.30
971445,31,5,3.36,16.80
1077773,14,2,6.94,13.88
1166927,13,3,1.21,3.63
1302350,16,5,8.33,41.65
1302350,25,5,4.99,24.95
1302350,30,1,1.32,1.32
1302350,34,5,3.99,19.95
1325598,4,4,3.62,14.48
1325598,20,5,1.77,8.85
1325598,31,5,3.36,16.80
1325598,36,1,1.84,1.84
1423495,8,4,5.13,20.52
1423495,26,4,6.39,25.56
1423495,36,4,1.84,7.36
1444823,10,4,7.64,30.56
1444823,18,4,6.95,27.80
1444823,32,4,0.99,3.96
1450785,17,3,8.12,24.36
1493166,1,5,3.26,16.30
1493166,15,4,5.26,21.04
1493166,34,4,3.99,15.96
1707250,10,4,7.64,30.56
1762759,22,3,1.50,4.50
1950293,33,1,1.03,1.03
2095387,16,5,8.33,41.65
2095387,23,4,9.05,36.20
2095387,34,5,3.99,19.95
2170774,21,1,3.42,3.42
2170774,28,4,6.81,27.24
2170774,34,3,3.99,11.97
2299629,9,5,0.84,4.20
2299629,12,1,0.60,0.60
2299629,13,5,1.21,6.05
2299629,14,4,6.94,27.76
2299629,24,4,5.32,21.28
2334338,33,3,1.03,3.09
2579673,11,4,5.99,23.96
2579673,17,5,8.12,40.60
2579673,33,1,1.03,1.03
2593164,13,1,1.21,1.21
2593164,23,5,9.05,45.25
2593164,34,2,3.99,7.98
2735290,2,4,8.50,34.00
2735290,35,1,9.07,9.07
2778870,11,5,5.99,29.95
2778870,22,5,1.50,7.50
2778870,27,5,3.98,19.90
2778870,30,1,1.32,1.32
2839601,6,3,7.30,21.90
2839601,20,3,1.77,5.31
2839601,29,5,3.84,19.20
2840499,1,2,3.26,6.52
2840499,8,5,5.13,25.65
2840499,27,4,3.98,15.92
2840499,32,1,0.99,0.99
2840499,33,4,1.03,4.12
2878502,6,2,7.30,14.60
2878502,16,2,8.33,16.66
2878502,23,1,9.05,9.05
2878502,24,2,5.32,10.64
2878502,29,4,3.84,15.36
3235952,3,1,6.79,6.79
3235952,14,2,6.94,13.88
3235952,16,5,8.33,41.65
3235952,32,5,0.99,4.95
3272230,11,4,5.99,23.96
3272230,18,2,6.95,13.90
3465462,11,3,5.99,17.97
3465462,15,4,5.26,21.04
3465462,30,2,1.32,2.64
3465462,34,1,3.99,3.99
3556458,10,2,7.64,15.28
3556458,21,1,3.42,3.42
3556458,23,2,9.05,18.10
3562228,7,2,5.78,11.56
3562228,8,1,5.13,5.13
3562228,14,3,6.94,20.82
3562228,25,4,4.99,19.96
3562228,32,2,0.99,1.98
3637632,6,4,7.30,29.20
3637632,7,5,5.78,28.90
3637632,20,4,1.77,7.08
3637632,27,1,3.98,3.98
3642261,32,2,0.99,1.98
3686479,16,2,8.33,16.66
3753977,5,4,0.79,3.16
3753977,7,1,5.78,5.78
3753977,18,4,6.95,27.80
3753977,22,3,1.50,4.50
3753977,35,1,9.07,9.07
3790264,12,2,0.60,1.20
3997686,14,1,6.94,6.94
3997686,30,5,1.32,6.60
4120991,3,4,6.79,27.16
4120991,6,1,7.30,7.30
4120991,12,3,0.60,1.80
4120991,31,2,3.36,6.72
4120991,36,5,1.84,9.20
4247251,3,1,6.79,6.79
4247251,17,2,8.12,16.24
4248145,4,3,3.62,10.86
4248145,6,4,7.30,29.20
4248145,12,1,0.60,0.60
4248145,23,2,9.05,18.10
4248145,30,1,1.32,1.32
4354569,12,1,0.60,0.60
4364809,27,5,3.98,19.90
4364809,31,4,3.36,13.44
4406129,22,5,1.50,7.50
4466857,23,4,9.05,36.20
4466857,34,2,3.99,7.98
4492386,20,2,1.77,3.54
4492386,25,2,4.99,9.98
4492386,34,2,3.99,7.98
4492386,36,2,1.84,3.68
4620634,15,2,5.26,10.52
4840571,6,4,7.30,29.20
4840571,25,3,4.99,14.97
4840571,26,1,6.39,6.39
4840571,27,5,3.98,19.90
4840571,29,1,3.84,3.84
4886541,14,1,6.94,6.94
4886541,15,1,5.26,5.26
4886541,28,3,6.81,20.43
4938834,20,2,1.77,3.54
5234346,16,2,8.33,16.66
5245212,4,5,3.62,18.10
5245212,16,1,8.33,8.33
5245212,28,3,6.81,20.43
5351742,22,1,1.50,1.50
5351742,23,1,9.05,9.05
5351742,31,4,3.36,13.44
5569929,7,5,5.78,28.90
5569929,8,1,5.13,5.13
5569929,25,5,4.99,24.95
5569929,26,4,6.39,25.56
5696360,3,2,6.79,13.58
5696360,14,2,6.94,13.88
5696360,18,4,6.95,27.80
5696360,28,1,6.81,6.81
5803662,22,2,1.50,3.00
5803662,30,5,1.32,6.60
5803662,31,3,3.36,10.08
5980799,10,1,7.64,7.64
5980799,12,3,0.60,1.80
5980799,16,4,8.33,33.32
5980799,32,3,0.99,2.97
6024027,21,2,3.42,6.84
6060218,6,2,7.30,14.60
6060218,12,5,0.60,3.00
6060218,18,3,6.95,20.85
6060218,23,3,9.05,27.15
6060218,25,5,4.99,24.95
6113130,2,2,8.50,17.00
6113130,23,5,9.05,45.25
6113130,28,5,6.81,34.05
6113130,31,1,3.36,3.36
6113130,35,5,9.07,45.35
6157770,8,1,5.13,5.13
6202732,7,3,5.78,17.34
6202732,8,5,5.13,25.65
6202732,26,2,6.39,12.78
6202732,32,2,0.99,1.98
6231901,1,5,3.26,16.30
6295331,11,5,5.99,29.95
6295331,14,2,6.94,13.88
6295331,24,4,5.32,21.28
6295331,25,2,4.99,9.98
6295331,30,4,1.32,5.28
6339608,3,2,6.79,13.58
6339608,30,4,1.32,5.28
6339608,34,4,3.99,15.96
6418458,1,5,3.26,16.30
6418458,13,5,1.21,6.05
6418458,18,5,6.95,34.75
6449487,8,1,5.13,5.13
6504904,20,5,1.77,8.85
6549181,8,5,5.13,25.65
6549181,11,4,5.99,23.96
6549181,15,5,5.26,26.30
6549181,33,3,1.03,3.09
6549181,34,2,3.99,7.98
6581674,18,2,6.95,13.90
6581674,25,5,4.99,24.95
6581674,26,4,6.39,25.56
6652697,5,1,0.79,0.79
6652697,30,3,1.32,3.96
6691177,16,3,8.33,24.99
6691177,36,5,1.84,9.20
6820714,1,5,3.26,16.30
6820714,15,4,5.26,21.04
6820714,28,4,6.81,27.24
6861434,7,5,5.78,28.90
6861434,20,5,1.77,8.85
6861434,27,3,3.98,11.94
6861434,34,2,3.99,7.98
6861434,35,5,9.07,45.35
6903833,25,5,4.99,24.95
6917242,7,4,5.78,23.12
6917242,22,3,1.50,4.50
7201162,7,5,5.78,28.90
7201162,34,4,3.99,15.96
7288933,31,5,3.36,16.80
7364682,20,3,1.77,5.31
7407945,3,3,6.79,20.37
7407945,13,4,1.21,4.84
7407945,27,5,3.98,19.90
7434728,4,3,3.62,10.86
7434728,17,1,8.12,8.12
7434728,22,3,1.50,4.50
7434728,24,3,5.32,15.96
7457849,4,1,3.62,3.62
7457849,14,3,6.94,20.82
7457849,29,2,3.84,7.68
7497105,19,5,1.65,8.25
7497105,30,1,1.32,1.32
7546166,6,5,7.30,36.50
7546166,16,1,8.33,8.33
7546166,28,3,6.81,20.43
7546166,29,4,3.84,15.36
7623489,14,1,6.94,6.94
7623489,20,2,1.77,3.54
7623489,24,1,5.32,5.32
7623489,31,3,3.36,10.08
7623489,32,1,0.99,0.99
7624351,4,4,3.62,14.48
7624351,25,5,4.99,24.95
7624351,33,1,1.03,1.03
7692393,9,3,0.84,2.52
7692393,30,2,1.32,2.64
7692393,31,1,3.36,3.36
7721070,4,1,3.62,3.62
7721070,17,5,8.12,40.60
7721070,23,2,9.05,18.10
7721070,34,1,3.99,3.99
7753068,31,5,3.36,16.80
7971102,5,3,0.79,2.37
7971102,17,1,8.12,8.12
7971102,27,2,3.98,7.96
7975378,8,2,5.13,10.26
7975378,17,1,8.12,8.12
7975378,18,1,6.95,6.95
7975378,22,5,1.50,7.50
8028699,7,4,5.78,23.12
8155955,6,1,7.30,7.30
8155955,11,5,5.99,29.95
8155955,35,3,9.07,27.21
8155955,36,4,1.84,7.36
8162879,31,3,3.36,10.08
8178041,12,2,0.60,1.20
8178041,15,3,5.26,15.78
8178041,16,3,8.33,24.99
8178041,34,1,3.99,3.99
8198200,13,5,1.21,6.05
8198200,17,2,8.12,16.24
8198200,29,4,3.84,15.36
8266609,12,2,0.60,1.20
8266609,17,4,8.12,32.48
8266609,23,3,9.05,27.15
8266609,32,3,0.99,2.97
8335799,1,2,3.26,6.52
8335799,22,2,1.50,3.00
8335799,28,4,6.81,27.24
8335799,29,4,3.84,15.36
8336903,29,5,3.84,19.20
8336903,30,4,1.32,5.28
8336903,31,2,3.36,6.72
8358879,35,4,9.07,36.28
8519605,6,2,7.30,14.60
8519605,8,2,5.13,10.26
8519605,9,1,0.84,0.84
8519605,28,1,6.81,6.81
8822608,23,3,9.05,27.15
9217116,20,2,1.77,3.54
9245227,11,2,5.99,11.98
9245227,29,4,3.84,15.36
9245227,36,5,1.84,9.20
9469629,26,4,6.39,25.56
9469880,2,4,8.50,34.00
9469880,13,3,1.21,3.63
9504730,2,5,8.50,42.50
9504730,10,5,7.64,38.20
9504730,24,3,5.32,15.96
9580058,11,4,5.99,23.96
9580058,28,5,6.81,34.05
9580058,30,3,1.32,3.96
9599445,28,1,6.81,6.81
9599445,29,1,3.84,3.84
9599445,35,5,9.07,45.35
9602904,12,2,0.60,1.20
9602904,19,2,1.65,3.30
9602904,30,5,1.32,6.60
9602904,32,2,0.99,1.98
9618643,1,1,3.26,3.26
9618643,9,4,0.84,3.36
9618643,13,2,1.21,2.42
9618643,14,5,6.94,34.70
9669201,14,5,6.94,34.70
9679931,11,5,5.99,29.95
9679931,33,3,1.03,3.09
9688437,11,5,5.99,29.95
9688437,14,4,6.94,27.76
9688437,15,2,5.26,10.52
9688437,20,5,1.77,8.85
9688437,35,4,9.07,36.28
9708863,9,3,0.84,2.52
9708863,13,5,1.21,6.05
9708863,23,4,9.05,36.20
9765673,29,4,3.84,15.36
9765673,35,5,9.07,45.35
9776150,22,2,1.50,3.00
9776150,24,5,5.32,26.60
9776150,34,5,3.99,19.95
9778129,15,3,5.26,15.78
9851096,9,1,0.84,0.84
9851096,18,5,6.95,34.75
9883524,22,5,1.50,7.50
9929725,4,1,3.62,3.62
9929725,5,3,0.79,2.37
9929725,18,1,6.95,6.95
9929725,29,3,3.84,11.52
10171950,8,2,5.13,10.26
10171950,28,5,6.81,34.05
10171950,33,1,1.03,1.03
10204913,3,4,6.79,27.16
10204913,9,1,0.84,0.84
10204913,14,3,6.94,20.82
10204913,18,1,6.95,6.95
10239651,9,4,0.84,3.36
10242539,20,1,1.77,1.77
10285172,23,3,9.05,27.15
10329425,19,4,1.65,6.60
10329425,25,5,4.99,24.95
10442894,13,1,1.21,1.21
10442894,15,2,5.26,10.52
10442894,21,3,3.42,10.26
10442894,22,5,1.50,7.50
10442894,35,5,9.07,45.35
10448480,10,4,7.64,30.56
10448480,11,2,5.99,11.98
10525024,2,1,8.50,8.50
10525024,8,1,5.13,5.13
10525024,9,5,0.84,4.20
10738965,3,1,6.79,6.79
10738965,12,3,0.60,1.80
10743357,1,4,3.26,13.04
10743357,14,5,6.94,34.70
10766444,24,2,5.32,10.64
10766444,26,5,6.39,31.95
10766444,29,4,3.84,15.36
10832700,22,2,1.50,3.00
10832700,28,1,6.81,6.81
10832700,34,2,3.99,7.98
10884020,10,5,7.64,38.20
10884020,14,5,6.94,34.70
10884020,17,5,8.12,40.60
10884020,27,3,3.98,11.94
10884020,36,5,1.84,9.20
10998841,16,5,8.33,41.65
11087484,7,4,5.78,23.12
11087484,19,3,1.65,4.95
11087484,21,5,3.42,17.10
11315734,20,3,1.77,5.31
11315734,22,5,1.50,7.50
11315734,27,3,3.98,11.94
11335397,1,1,3.26,3.26
11335397,15,4,5.26,21.04
11335397,33,4,1.03,4.12
11401617,11,5,5.99,29.95
11449379,16,3,8.33,24.99
11449379,30,1,1.32,1.32
11449379,35,1,9.07,9.07
11453062,29,2,3.84,7.68
11453062,31,2,3.36,6.72
11472278,18,5,6.95,34.75
11472278,21,3,3.42,10.26
11472278,35,4,9.07,36.28
11505026,1,3,3.26,9.78
11505026,8,2,5.13,10.26
11505026,13,5,1.21,6.05
11505026,27,1,3.98,3.98
11867778,3,1,6.79,6.79
11867778,20,2,1.77,3.54
11867778,36,4,1.84,7.36
11909291,9,5,0.84,4.20
11909291,25,1,4.99,4.99
11909291,30,2,1.32,2.64
11969829,13,3,1.21,3.63
11969829,19,4,1.65,6.60
11969829,30,4,1.32,5.28
11985015,11,5,5.99,29.95
11985015,25,1,4.99,4.99
11985015,28,3,6.81,20.43
11985015,35,2,9.07,18.14
12002475,4,4,3.62,14.48
12002475,13,1,1.21,1.21
12018314,2,3,8.50,25.50
12018314,13,4,1.21,4.84
12018314,22,4,1.50,6.00
12018314,27,5,3.98,19.90
12019912,5,5,0.79,3.95
12235904,15,2,5.26,10.52
12283847,11,4,5.99,23.96
12283847,19,3,1.65,4.95
12283847,30,4,1.32,5.28
12376701,5,3,0.79,2.37
12376701,32,5,0.99,4.95
12445927,1,3,3.26,9.78
12445927,23,4,9.05,36.20
12445927,25,5,4.99,24.95
12533569,9,2,0.84,1.68
12533569,18,3,6.95,20.85
12533569,21,1,3.42,3.42
12533569,24,5,5.32,26.60
12579520,17,1,8.12,8.12
12579520,24,1,5.32,5.32
12593310,5,1,0.79,0.79
12593310,11,4,5.99,23.96
12593310,20,1,1.77,1.77
12593310,33,5,1.03,5.15
12725269,3,1,6.79,6.79
12725269,8,2,5.13,10.26
12725269,18,1,6.95,6.95
12725269,24,2,5.32,10.64
12725269,27,2,3.98,7.96
12792003,11,1,5.99,5.99
12792003,19,2,1.65,3.30
12792003,22,2,1.50,3.00
12792003,34,1,3.99,3.99
12792003,36,2,1.84,3.68
12975533,20,3,1.77,5.31
12975533,21,4,3.42,13.68
12975533,26,5,6.39,31.95
12976442,22,1,1.50,1.50
12976442,32,4,0.99,3.96
12976442,34,4,3.99,15.96
12986430,27,2,3.98,7.96
13263806,7,2,5.78,11.56
13263806,9,3,0.84,2.52
13263806,29,3,3.84,11.52
13276256,16,5,8.33,41.65
13366353,10,2,7.64,15.28
13366353,12,5,0.60,3.00
13366353,24,2,5.32,10.64
13366353,32,5,0.99,4.95
13445943,7,3,5.78,17.34
13445943,11,5,5.99,29.95
13445943,15,5,5.26,26.30
13445943,29,3,3.84,11.52
13539502,3,5,6.79,33.95
13539502,28,4,6.81,27.24
13554298,4,4,3.62,14.48
13554298,22,2,1.50,3.00
13554298,26,1,6.39,6.39
13802166,7,5,5.78,28.90
14000409,27,4,3.98,15.92
14000409,29,2,3.84,7.68
14327036,5,4,0.79,3.16
14327036,31,4,3.36,13.44
14463083,8,5,5.13,25.65
14463083,9,1,0.84,0.84
14463083,21,5,3.42,17.10
14463083,25,1,4.99,4.99
14478778,1,4,3.26,13.04
14478778,18,3,6.95,20.85
14478778,31,1,3.36,3.36
14486980,6,2,7.30,14.60
14486980,12,5,0.60,3.00
14486980,16,5,8.33,41.65
14486980,32,2,0.99,1.98
14522666,3,5,6.79,33.95
14522666,30,5,1.32,6.60
14595845,23,4,9.05,36.20
14595845,30,2,1.32,2.64
14595845,31,3,3.36,10.08
14617191,4,3,3.62,10.86
14617191,18,3,6.95,20.85
14617191,24,2,5.32,10.64
14617191,27,5,3.98,19.90
14617191,28,3,6.81,20.43
14641975,9,5,0.84,4.20
14641975,18,2,6.95,13.90
14641975,31,5,3.36,16.80
14684061,10,1,7.64,7.64
14684061,33,5,1.03,5.15
14722669,7,1,5.78,5.78
14722669,20,1,1.77,1.77
14722669,22,1,1.50,1.50
14722669,33,1,1.03,1.03
14790920,3,4,6.79,27.16
14790920,19,3,1.65,4.95
14790920,24,4,5.32,21.28
14790920,28,5,6.81,34.05
14804361,28,4,6.81,27.24
14826659,11,1,5.99,5.99
14826659,19,2,1.65,3.30
14826659,24,4,5.32,21.28
14861294,9,3,0.84,2.52
14861294,27,4,3.98,15.92
14876337,15,3,5.26,15.78
14876337,18,1,6.95,6.95
14876337,27,4,3.98,15.92
14876337,34,1,3.99,3.99
14956205,11,2,5.99,11.98
14956205,18,4,6.95,27.80
14956205,32,3,0.99,2.97
15029057,4,4,3.62,14.48
15029057,9,5,0.84,4.20
15029057,25,5,4.99,24.95
15029057,29,2,3.84,7.68
15030513,3,5,6.79,33.95
15030513,6,4,7.30,29.20
15030513,22,4,1.50,6.00
